0,1,2,3,4
3.2687696690661636,2.45141775820672,1.0099623396221706,3.3907193242949143,3.1920023675270413
0.3300391577494792,4.581324052680624,3.5672170192236763,4.049109311175514,3.414870107268079
2.803734455955598,1.7817381658382032,4.116499236577362,3.6437491939597026,-0.28524800272960055
-0.41761434910562917,1.5443329778066115,3.507479513703026,4.230528999286331,0.2867510614220149
2.6979134412318753,1.5694913635021197,4.301863894143373,3.527833320088142,4.027165204094136
2.0095915880224453,1.7622845719428675,0.8299083478701695,-0.2758945504212354,4.170676712934448
3.8983862451823637,5.08585946388731,4.435070132970141,2.1400009530673962,3.650132661694123
4.6219763100400755,4.233113040528618,0.7000093752242305,1.6322477082498277,0.1711668221115796
4.672928140767828,2.849624461388732,0.6067670580069431,2.702850784504164,2.8298592203570916
1.4030705332088853,0.05041989161679285,2.814690172860115,1.969968152163722,3.6682443317792366
-0.030252973819502007,-0.15439518425460616,-0.06465129355395262,-0.11562477132805908,-0.20601866052512527
-0.05643341539720232,-0.5445657549710906,-0.4352798108426929,-0.5269100998272988,-0.3542241930154825
-0.3490181264970604,-0.4406609385093546,-0.11986374506534041,-0.376102567449209,-0.37836373441351656
-0.2645023681353722,-0.5147724052047253,-0.1330936898696015,-0.5127148729844148,0.005486984449961989
-0.13854058871232405,-0.4819334866493319,-0.5302208425306234,-0.15404524793671892,-0.14677477765100438
-0.1622666456276075,-0.1565899646686901,-0.496063672139965,-0.37527360593004033,-0.46811552120367644
-0.08868311293583578,-0.24067242193285418,-0.36802718777905025,-0.5180361637942746,-0.3620257011302204
-0.3838595942657114,-0.18026485214358473,-0.2151633302811426,-0.11931094866417136,-0.2743579654901493
-0.49667385728626523,-0.189561907837766,-0.1537367444538411,-0.27709402068789335,-0.11191604533744844
-0.291335857948917,-0.2978167787102068,-0.31985250750767746,-0.536499089815181,-0.4724532355671779
-0.5450532580096984,-0.23322161057921387,-0.37627307960265916,-0.30260886441569856,-0.0376422909196201
-0.42550381912305896,-0.36165751995232404,-0.15634574832706433,-0.43804474811966576,-0.4892608951663402
-0.4033023597933012,-0.5032389776916713,-0.0695370484066288,-0.15759899733150212,-0.18671403025159408
-0.08409723050106885,-0.13817828510788435,-0.43997191302428673,-0.1167228643180372,-0.23785852472194696
-0.1192275902111431,-0.08566278336187141,-0.37445487379347586,-0.49552895620187376,-0.4071813101105473
-0.3279299028542866,-0.13002831926959685,-0.10391581071473083,-0.5454388309332031,-0.25340658093980883
-0.33325088453348534,-0.4686413451682603,-0.4732229234861983,-0.38536721188820033,-0.01842495598308873
-0.38494630686382203,-0.30005686475891663,-0.18253203319560976,-0.37277381144700683,-0.0027260463421383135
